what,kind,bundleId,bundleVersion,description,time
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1288313162940
java.runtime.version,sysinfo,,,"1.6.0_22-b04",1288313162940
java.specification.name,sysinfo,,,"Java Platform API Specification",1288313162940
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1288313162940
java.specification.version,sysinfo,,,"1.6",1288313162940
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1288313162940
java.version,sysinfo,,,"1.6.0_22",1288313162940
java.vm.info,sysinfo,,,"mixed mode, sharing",1288313162940
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1288313162940
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1288313162940
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1288313162940
java.vm.specification.version,sysinfo,,,"1.0",1288313162940
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1288313162940
java.vm.version,sysinfo,,,"17.1-b03",1288313162940
